milestone_id,project_id,phase,building,milestone_name,baseline_start_date,baseline_end_date,forecast_end_date,actual_end_date,planned_completion_pct,actual_completion_pct,variance_days,status,contractor,budgeted_cost,committed_cost,actual_cost,cost_variance,issue_category,issue_severity
MIL-0393,HVW,Phase 3,Building D,Structural Frame,2023-03-27,2023-05-15,2023-05-25,2023-05-25,30.0,100.0,10,Complete,Prime MEP Solutions,27276697.81,27442700.77,27988234.72,711536.91,,
MIL-0394,HVW,Phase 3,Building D,Facade,2023-05-15,2023-07-08,2023-07-08,2023-07-08,40.0,100.0,-2,Complete,Nile Engineering Contractors,27459715.29,27459715.29,26904460.81,-555254.48,,
MIL-0395,HVW,Phase 3,Building D,MEP,2023-07-08,2023-09-09,2023-09-19,2023-09-19,50.0,100.0,10,Complete,Prime MEP Solutions,24621896.45,24621896.45,24435704.33,-186192.12,,
MIL-0396,HVW,Phase 3,Building D,Internal Finishes,2023-09-09,2023-11-17,2023-11-23,2023-11-23,60.0,100.0,6,Complete,Horizon Build Partners,20260487.7,20260487.7,20382692.41,122204.71,,
MIL-0397,HVW,Phase 3,Building D,Landscaping,2023-11-17,2024-01-14,2024-02-22,2024-02-22,70.0,100.0,39,Complete (Delayed),Modern Facade Systems,51263849.37,51263849.37,51271608.02,7758.65,Permit Delay,MEDIUM
MIL-0398,HVW,Phase 3,Building D,Utilities Connection,2024-01-14,2024-02-21,2024-03-03,,80.0,0.0,11,Not Started,Nile Engineering Contractors,42024552.44,42024552.44,0.0,-42024552.44,,
MIL-0399,HVW,Phase 3,Building D,Authority Approvals,2024-02-21,2024-03-23,2024-03-23,,90.0,0.0,-1,Not Started,Prime MEP Solutions,25320085.11,25345110.8,0.0,-25320085.11,,
MIL-0400,HVW,Phase 3,Building D,Testing & Commissioning,2024-03-23,2024-05-03,2024-05-13,,100.0,0.0,10,Not Started,Prime MEP Solutions,31909536.02,31909536.02,0.0,-31909536.02,,
MIL-0401,MER,Phase 1,Building A,Excavation,2021-01-15,2021-02-16,2021-03-31,2021-03-31,10.0,100.0,43,Complete (Delayed),Cairo Structural Works,42479025.96,46472292.99,47321873.51,4842847.55,Permit Delay,MEDIUM
MIL-0402,MER,Phase 1,Building A,Foundations,2021-02-16,2021-03-25,2021-03-27,2021-03-27,20.0,100.0,2,Complete,Modern Facade Systems,10104814.82,10104814.82,10270301.8,165486.98,,
MIL-0403,MER,Phase 1,Building A,Structural Frame,2021-03-25,2021-05-04,2021-05-04,2021-05-04,30.0,100.0,-4,Complete,Horizon Build Partners,12609771.09,12609771.09,12502642.98,-107128.11,,
MIL-0404,MER,Phase 1,Building A,Facade,2021-05-04,2021-07-03,2021-07-06,2021-07-06,40.0,100.0,3,Complete,Delta Construction Group,43099638.34,43607494.48,44469487.25,1369848.91,,
MIL-0405,MER,Phase 1,Building A,MEP,2021-07-03,2021-08-28,2021-08-29,2021-08-29,50.0,100.0,1,Complete,Prime MEP Solutions,31636019.76,31636019.76,31020015.39,-616004.37,,
MIL-0406,MER,Phase 1,Building A,Internal Finishes,2021-08-28,2021-10-15,2021-10-26,2021-10-26,60.0,100.0,11,Complete,Cairo Structural Works,52281491.67,53695827.04,54741456.87,2459965.2,,
MIL-0407,MER,Phase 1,Building A,Landscaping,2021-10-15,2021-11-12,2021-11-12,2021-11-12,70.0,100.0,-3,Complete,Modern Facade Systems,15466603.55,15466603.55,15344287.01,-122316.54,,
MIL-0408,MER,Phase 1,Building A,Utilities Connection,2021-11-12,2021-12-14,2021-12-14,2021-12-14,80.0,100.0,-2,Complete,Delta Construction Group,48726514.11,48726514.11,47756363.92,-970150.19,,
MIL-0409,MER,Phase 1,Building A,Authority Approvals,2021-12-14,2022-01-26,2022-02-18,2022-02-18,90.0,100.0,23,Complete (Delayed),Horizon Build Partners,59768919.92,65400802.06,66596180.45,6827260.53,Materials Procurement Delay,MEDIUM
MIL-0410,MER,Phase 1,Building A,Testing & Commissioning,2022-01-26,2022-04-05,2022-04-08,2022-04-08,100.0,100.0,3,Complete,Cairo Structural Works,34777478.68,34777478.68,34920332.75,142854.07,,
MIL-0411,MER,Phase 1,Building B,Excavation,2021-01-15,2021-03-13,2021-03-19,2021-03-19,10.0,100.0,6,Complete,Prime MEP Solutions,20085724.28,20169682.05,20571396.54,485672.26,,
MIL-0412,MER,Phase 1,Building B,Foundations,2021-03-13,2021-04-25,2021-04-25,2021-04-25,20.0,100.0,-4,Complete,Delta Construction Group,42988501.21,43147512.64,44007282.66,1018781.45,,
MIL-0413,MER,Phase 1,Building B,Structural Frame,2021-04-25,2021-06-16,2021-06-16,2021-06-16,30.0,100.0,-5,Complete,Prime MEP Solutions,33142416.04,33668338.54,34331186.86,1188770.82,,
MIL-0414,MER,Phase 1,Building B,Facade,2021-06-16,2021-08-09,2021-08-13,2021-08-13,40.0,100.0,4,Complete,Nile Engineering Contractors,54334316.32,54356104.65,55442790.98,1108474.66,,
MIL-0415,MER,Phase 1,Building B,MEP,2021-08-09,2021-10-15,2021-10-23,2021-10-23,50.0,100.0,8,Complete,Nile Engineering Contractors,45434352.22,45434352.22,45288107.33,-146244.89,,
MIL-0416,MER,Phase 1,Building B,Internal Finishes,2021-10-15,2021-12-11,2021-12-12,2021-12-12,60.0,100.0,1,Complete,Prime MEP Solutions,32374290.68,32374290.68,31944936.24,-429354.44,,
MIL-0417,MER,Phase 1,Building B,Landscaping,2021-12-11,2022-01-31,2022-01-31,2022-01-31,70.0,100.0,0,Complete,Modern Facade Systems,42570565.15,42570565.15,43283749.01,713183.86,,
MIL-0418,MER,Phase 1,Building B,Utilities Connection,2022-01-31,2022-02-26,2022-02-26,2022-02-26,80.0,100.0,-1,Complete,Nile Engineering Contractors,20947850.93,20947850.93,20936901.41,-10949.52,,
MIL-0419,MER,Phase 1,Building B,Authority Approvals,2022-02-26,2022-04-10,2022-04-26,2022-04-26,90.0,100.0,16,Complete (Delayed),Horizon Build Partners,54496611.74,56361655.41,57451587.65,2954975.91,Weather Delay,MEDIUM
MIL-0420,MER,Phase 1,Building B,Testing & Commissioning,2022-04-10,2022-05-13,2022-05-19,2022-05-19,100.0,100.0,6,Complete,Prime MEP Solutions,34803503.3,35656731.87,36352801.94,1549298.64,,
MIL-0421,MER,Phase 1,Building C,Excavation,2021-01-15,2021-03-16,2021-03-24,2021-03-24,10.0,100.0,8,Complete,Cairo Structural Works,28053384.65,28053384.65,28068597.72,15213.07,,
MIL-0422,MER,Phase 1,Building C,Foundations,2021-03-16,2021-05-02,2021-05-29,2021-05-29,20.0,100.0,27,Complete (Delayed),Modern Facade Systems,24114927.76,24114927.76,24385952.49,271024.73,Labor Shortage,MEDIUM
MIL-0423,MER,Phase 1,Building C,Structural Frame,2021-05-02,2021-06-18,2021-06-26,2021-06-26,30.0,100.0,8,Complete,Nile Engineering Contractors,16502484.17,16502484.17,16011427.3,-491056.87,,
MIL-0424,MER,Phase 1,Building C,Facade,2021-06-18,2021-07-16,2021-07-16,2021-07-16,40.0,100.0,-5,Complete,Cairo Structural Works,44368443.06,44368443.06,43655196.08,-713246.98,,
MIL-0425,MER,Phase 1,Building C,MEP,2021-07-16,2021-09-10,2021-11-05,2021-11-05,50.0,100.0,56,Complete (Delayed),Cairo Structural Works,39559989.14,39559989.14,38538675.51,-1021313.63,Finishing Contractor Delay,MEDIUM
MIL-0426,MER,Phase 1,Building C,Internal Finishes,2021-09-10,2021-11-10,2022-01-24,,60.0,74.1,75,At Risk,Modern Facade Systems,55872982.06,58680736.0,59798195.64,3925213.58,MEP Subcontractor Delay,MEDIUM
MIL-0427,MER,Phase 1,Building C,Landscaping,2021-11-10,2021-12-16,2021-12-18,2021-12-18,70.0,100.0,2,Complete,Cairo Structural Works,18823326.79,19257953.79,19634420.32,811093.53,,
MIL-0428,MER,Phase 1,Building C,Utilities Connection,2021-12-16,2022-02-19,2022-02-24,2022-02-24,80.0,100.0,5,Complete,Nile Engineering Contractors,38909736.47,39100485.67,39878680.4,968943.93,,
MIL-0429,MER,Phase 1,Building C,Authority Approvals,2022-02-19,2022-04-04,2022-04-10,2022-04-10,90.0,100.0,6,Complete,Modern Facade Systems,38289768.89,38289768.89,38572209.52,282440.63,,
MIL-0430,MER,Phase 1,Building C,Testing & Commissioning,2022-04-04,2022-05-29,2022-09-04,,100.0,63.1,98,Delayed,Cairo Structural Works,19838890.32,21265222.77,21662000.57,1823110.25,MEP Subcontractor Delay,HIGH
MIL-0431,MER,Phase 1,Building D,Excavation,2021-01-15,2021-03-18,2021-03-27,2021-03-27,10.0,100.0,9,Complete,Nile Engineering Contractors,51310188.4,51310188.4,50782476.96,-527711.44,,
MIL-0432,MER,Phase 1,Building D,Foundations,2021-03-18,2021-05-12,2021-05-20,2021-05-20,20.0,100.0,8,Complete,Prime MEP Solutions,9425611.41,9684091.72,9872603.95,446992.54,,
MIL-0433,MER,Phase 1,Building D,Structural Frame,2021-05-12,2021-06-24,2021-06-24,2021-06-24,30.0,100.0,-4,Complete,Nile Engineering Contractors,59265098.83,59424666.45,60609968.42,1344869.59,,
MIL-0434,MER,Phase 1,Building D,Facade,2021-06-24,2021-07-31,2021-07-31,2021-07-31,40.0,100.0,-5,Complete,Delta Construction Group,29833973.36,30181229.44,30777908.91,943935.55,,
MIL-0435,MER,Phase 1,Building D,MEP,2021-07-31,2021-09-11,2021-12-11,2021-12-11,50.0,100.0,91,Complete (Delayed),Horizon Build Partners,49391101.93,51495589.23,52483411.27,3092309.34,MEP Subcontractor Delay,HIGH
MIL-0436,MER,Phase 1,Building D,Internal Finishes,2021-09-11,2021-11-16,2022-02-12,,60.0,35.5,88,Delayed,Horizon Build Partners,13477846.55,13477846.55,13116536.29,-361310.26,Materials Procurement Delay,HIGH
MIL-0437,MER,Phase 1,Building D,Landscaping,2021-11-16,2022-01-11,2022-01-12,2022-01-12,70.0,100.0,1,Complete,Horizon Build Partners,48353641.67,48353641.67,47203372.73,-1150268.94,,
MIL-0438,MER,Phase 1,Building D,Utilities Connection,2022-01-11,2022-03-12,2022-03-13,2022-03-13,80.0,100.0,1,Complete,Nile Engineering Contractors,47093812.41,47093812.41,47456163.81,362351.4,,
MIL-0439,MER,Phase 1,Building D,Authority Approvals,2022-03-12,2022-04-19,2022-04-26,2022-04-26,90.0,100.0,7,Complete,Delta Construction Group,28006510.7,28572756.59,29132886.8,1126376.1,,
MIL-0440,MER,Phase 1,Building D,Testing & Commissioning,2022-04-19,2022-05-15,2022-09-14,,100.0,74.2,122,Delayed,Prime MEP Solutions,50927770.71,50990820.71,52009376.13,1081605.42,MEP Subcontractor Delay,HIGH
MIL-0441,MER,Phase 2,Building A,Excavation,2021-01-15,2021-03-22,2021-03-30,2021-03-30,10.0,100.0,8,Complete,Prime MEP Solutions,59308628.76,59308628.76,58027832.92,-1280795.84,,
MIL-0442,MER,Phase 2,Building A,Foundations,2021-03-22,2021-05-01,2021-05-07,2021-05-07,20.0,100.0,6,Complete,Prime MEP Solutions,18077983.38,18249327.68,18610887.35,532903.97,,
MIL-0443,MER,Phase 2,Building A,Structural Frame,2021-05-01,2021-06-17,2021-06-18,2021-06-18,30.0,100.0,1,Complete,Horizon Build Partners,25859955.69,25859955.69,25790457.27,-69498.42,,
MIL-0444,MER,Phase 2,Building A,Facade,2021-06-17,2021-08-18,2021-08-24,2021-08-24,40.0,100.0,6,Complete,Prime MEP Solutions,57297462.57,57297462.57,56212617.8,-1084844.77,,
MIL-0445,MER,Phase 2,Building A,MEP,2021-08-18,2021-09-24,2021-09-29,2021-09-29,50.0,100.0,5,Complete,Nile Engineering Contractors,30596766.42,30596766.42,30176975.24,-419791.18,,
MIL-0446,MER,Phase 2,Building A,Internal Finishes,2021-09-24,2021-11-13,2021-12-08,2021-12-08,60.0,100.0,25,Complete (Delayed),Nile Engineering Contractors,30974432.74,32160377.01,32779865.66,1805432.92,Materials Procurement Delay,MEDIUM
MIL-0447,MER,Phase 2,Building A,Landscaping,2021-11-13,2021-12-18,2021-12-21,2021-12-21,70.0,100.0,3,Complete,Modern Facade Systems,32942040.85,32942040.85,33541025.54,598984.69,,
MIL-0448,MER,Phase 2,Building A,Utilities Connection,2021-12-18,2022-02-01,2022-02-06,2022-02-06,80.0,100.0,5,Complete,Nile Engineering Contractors,45100595.95,45100595.95,45913004.92,812408.97,,
MIL-0449,MER,Phase 2,Building A,Authority Approvals,2022-02-01,2022-03-10,2022-03-16,2022-03-16,90.0,100.0,6,Complete,Prime MEP Solutions,38977632.76,39161517.12,39941069.78,963437.02,,
MIL-0450,MER,Phase 2,Building A,Testing & Commissioning,2022-03-10,2022-04-13,2022-04-13,2022-04-13,100.0,100.0,-5,Complete,Cairo Structural Works,53268084.39,53268084.39,52015476.53,-1252607.86,,
MIL-0451,MER,Phase 2,Building B,Excavation,2021-01-15,2021-02-14,2021-02-15,2021-02-15,10.0,100.0,1,Complete,Horizon Build Partners,29756896.88,29756896.88,29544755.18,-212141.7,,
MIL-0452,MER,Phase 2,Building B,Foundations,2021-02-14,2021-03-30,2021-04-08,2021-04-08,20.0,100.0,9,Complete,Delta Construction Group,9106259.24,9106259.24,9226233.94,119974.7,,
MIL-0453,MER,Phase 2,Building B,Structural Frame,2021-03-30,2021-05-01,2021-05-11,2021-05-11,30.0,100.0,10,Complete,Nile Engineering Contractors,34446854.72,34550391.13,35239328.23,792473.51,,
MIL-0454,MER,Phase 2,Building B,Facade,2021-05-01,2021-06-08,2021-06-18,2021-06-18,40.0,100.0,10,Complete,Cairo Structural Works,15792226.7,15792226.7,16062817.05,270590.35,,
MIL-0455,MER,Phase 2,Building B,MEP,2021-06-08,2021-08-05,2021-08-05,2021-08-05,50.0,100.0,-4,Complete,Delta Construction Group,27943019.24,28603860.97,29162721.35,1219702.11,,
MIL-0456,MER,Phase 2,Building B,Internal Finishes,2021-08-05,2021-09-09,2021-09-09,2021-09-09,60.0,100.0,-4,Complete,Nile Engineering Contractors,48310497.12,48310497.12,47336548.92,-973948.2,,
MIL-0457,MER,Phase 2,Building B,Landscaping,2021-09-09,2021-10-20,2021-10-21,2021-10-21,70.0,100.0,1,Complete,Horizon Build Partners,47829650.04,48138167.77,49094760.77,1265110.73,,
MIL-0458,MER,Phase 2,Building B,Utilities Connection,2021-10-20,2021-12-03,2022-01-02,2022-01-02,80.0,100.0,30,Complete (Delayed),Nile Engineering Contractors,59446460.81,63505804.51,64694733.73,5248272.92,Weather Delay,MEDIUM
MIL-0459,MER,Phase 2,Building B,Authority Approvals,2021-12-03,2022-01-18,2022-01-18,2022-01-18,90.0,100.0,0,Complete,Nile Engineering Contractors,45779044.62,46848688.53,47764269.43,1985224.81,,
MIL-0460,MER,Phase 2,Building B,Testing & Commissioning,2022-01-18,2022-03-18,2022-04-17,2022-04-17,100.0,100.0,30,Complete (Delayed),Prime MEP Solutions,46476040.73,47810659.15,48740179.97,2264139.24,Materials Procurement Delay,MEDIUM
MIL-0461,MER,Phase 2,Building C,Excavation,2021-01-15,2021-03-07,2021-04-02,2021-04-02,10.0,100.0,26,Complete (Delayed),Delta Construction Group,47764253.51,47764253.51,47943615.94,179362.43,Materials Procurement Delay,MEDIUM
MIL-0462,MER,Phase 2,Building C,Foundations,2021-03-07,2021-04-17,2021-04-19,2021-04-19,20.0,100.0,2,Complete,Cairo Structural Works,22628758.9,22628758.9,22329864.69,-298894.21,,
MIL-0463,MER,Phase 2,Building C,Structural Frame,2021-04-17,2021-06-19,2021-06-25,2021-06-25,30.0,100.0,6,Complete,Cairo Structural Works,26369740.57,26369740.57,26037866.69,-331873.88,,
MIL-0464,MER,Phase 2,Building C,Facade,2021-06-19,2021-07-24,2021-08-14,2021-08-14,40.0,100.0,21,Complete (Delayed),Prime MEP Solutions,58563898.78,58676585.03,59847863.01,1283964.23,Weather Delay,MEDIUM
MIL-0465,MER,Phase 2,Building C,MEP,2021-07-24,2021-09-30,2022-01-17,2022-01-17,50.0,100.0,109,Complete (Delayed),Delta Construction Group,17176374.9,17176374.9,16884418.51,-291956.39,MEP Subcontractor Delay,HIGH
MIL-0466,MER,Phase 2,Building C,Internal Finishes,2021-09-30,2021-11-21,2022-02-07,,60.0,35.9,78,At Risk,Cairo Structural Works,17549959.14,17549959.14,17530068.34,-19890.8,Materials Procurement Delay,MEDIUM
MIL-0467,MER,Phase 2,Building C,Landscaping,2021-11-21,2022-01-14,2022-01-24,2022-01-24,70.0,100.0,10,Complete,Prime MEP Solutions,9785420.41,9785420.41,9608188.46,-177231.95,,
MIL-0468,MER,Phase 2,Building C,Utilities Connection,2022-01-14,2022-02-20,2022-03-17,2022-03-17,80.0,100.0,25,Complete (Delayed),Cairo Structural Works,48715370.64,51727639.7,52701947.11,3986576.47,Labor Shortage,MEDIUM
MIL-0469,MER,Phase 2,Building C,Authority Approvals,2022-02-20,2022-03-21,2022-03-31,2022-03-31,90.0,100.0,10,Complete,Modern Facade Systems,31535253.5,32141753.44,32772458.51,1237205.01,,
MIL-0470,MER,Phase 2,Building C,Testing & Commissioning,2022-03-21,2022-04-23,2022-07-11,,100.0,66.6,79,At Risk,Nile Engineering Contractors,30324660.47,31232204.18,31838697.39,1514036.92,MEP Subcontractor Delay,MEDIUM
MIL-0471,MER,Phase 2,Building D,Excavation,2021-01-15,2021-02-27,2021-03-08,2021-03-08,10.0,100.0,9,Complete,Horizon Build Partners,42856533.86,42861239.14,43718369.81,861835.95,,
MIL-0472,MER,Phase 2,Building D,Foundations,2021-02-27,2021-04-03,2021-04-03,2021-04-03,20.0,100.0,0,Complete,Modern Facade Systems,38099313.99,38804738.6,39566724.88,1467410.89,,
MIL-0473,MER,Phase 2,Building D,Structural Frame,2021-04-03,2021-04-28,2021-04-28,2021-04-28,30.0,100.0,-2,Complete,Nile Engineering Contractors,41186728.05,41186728.05,40471012.24,-715715.81,,
MIL-0474,MER,Phase 2,Building D,Facade,2021-04-28,2021-06-13,2021-06-21,2021-06-21,40.0,100.0,8,Complete,Horizon Build Partners,56116259.91,56116259.91,54851694.51,-1264565.4,,
MIL-0475,MER,Phase 2,Building D,MEP,2021-06-13,2021-08-21,2021-12-18,2021-12-18,50.0,100.0,119,Complete (Delayed),Cairo Structural Works,35826886.84,37167149.9,37883687.64,2056800.8,MEP Subcontractor Delay,HIGH
MIL-0476,MER,Phase 2,Building D,Internal Finishes,2021-08-21,2021-09-25,2021-12-14,,60.0,74.6,80,Delayed,Prime MEP Solutions,45244419.02,48879646.62,49784535.0,4540115.98,MEP Subcontractor Delay,HIGH
MIL-0477,MER,Phase 2,Building D,Landscaping,2021-09-25,2021-10-25,2021-10-28,2021-10-28,70.0,100.0,3,Complete,Horizon Build Partners,42240430.07,42240430.07,42413348.84,172918.77,,
MIL-0478,MER,Phase 2,Building D,Utilities Connection,2021-10-25,2021-12-11,2021-12-11,2021-12-11,80.0,100.0,-2,Complete,Horizon Build Partners,55859833.69,55888666.27,57005862.94,1146029.25,,
MIL-0479,MER,Phase 2,Building D,Authority Approvals,2021-12-11,2022-01-20,2022-01-28,2022-01-28,90.0,100.0,8,Complete,Horizon Build Partners,44265422.15,44265422.15,44808819.81,543397.66,,
MIL-0480,MER,Phase 2,Building D,Testing & Commissioning,2022-01-20,2022-03-19,2022-05-17,,100.0,41.2,59,At Risk,Horizon Build Partners,30932810.19,33629409.58,34248065.79,3315255.6,MEP Subcontractor Delay,MEDIUM
